titleQueried|titleFound|author|language|description|isbn
Die Schule der magischen Tiere: Mein Tagebuch|Die Schule der magischen Tiere: Mein Tagebuch|Margit Auer|de|Streng geheim! Das Tagebuch zur Schule der magischen Tiere Mit der Schule der magischen Tiere macht alles doppelt so viel Spaß! In diesem Eintragbuch ist Platz für die schönsten Erinnerungen, lustigsten Erlebnisse und geheimsten Wünsche. Es gibt ein Traumtagebuch, einen Steckbrief, Bücherlisten u.v.m. zum Ankreuzen und Ausfüllen. Einfach magisch! DIE SCHULE DER MAGISCHEN TIERE: Diese Schule birgt ein Geheimnis: Wer Glück hat, findet hier den besten Freund, den es auf der Welt gibt. Ein magisches Tier. Ein Tier, das sprechen kann. Wenn es zu dir gehört ... *** Mit bunten Bildern von Nina Dulleck|9783551652461
The Haunting of Peligan City|The Haunting of Peligan City|Sophie Green|en|Peligan City, late November. Three months have passed since Lil and Nedly - Potkin and Stubbs - solved their first case. And now, at last, something new and unusual turns up: strange things are afoot at the doll hospital. But investigation turns up no more than an odd new owner. More important is the mysterious epidemic of deaths at the notorious Fellgate Prison. And when the Klaxon breaks the news that City Hall is hushing up that ghosts are real and are terrorising the city, mass hysteria reigns in Peligan City. Will Lil and Nedly get to the bottom of the case before any more trouble happens - and will they be the first to the scoop? Time to get to the library for help . . .|9781848127647
Chroniken der SchattenjÃ¤ger 02. Clockwork Prince|||||
Chroniken der SchattenjÃ¤ger 02. Clockwork Prince|||||
Chroniken der SchattenjÃ¤ger 02. Clockwork Prince|||||
Chroniken der SchattenjÃ¤ger 02. Clockwork Prince|||||
Chroniken der SchattenjÃ¤ger 02. Clockwork Prince|||||
Chroniken der SchattenjÃ¤ger 02. Clockwork Prince|||||
Mickey Bolitar ermittelt - Das dunkle Haus|Mickey Bolitar ermittelt - Das dunkle Haus|Harlan Coben|de|"Wer das Böse jagt ... Mickey will endlich die Wahrheit über den Tod seines Vaters herausfinden. Doch da ereignet sich schon die nächste Katastrophe: Auf Mitschülerin Rachel wird geschossen! Sofort stellen Mickey und seine Freunde Ema und Löffel Nachforschungen an – und finden sich inmitten eines höchst mysteriösen Falls wieder, in dem sie nicht einmal der Polizei trauen können. Und je tiefer sie der Sache auf den Grund gehen, desto tödlicher wird die Gefahr ... Dieser Band ist bereits unter dem Titel ""Seconds Away"" erschienen."|9783641205089
Verdammt starke Liebe|Verdammt starke Liebe|Lutz van Dijk|de||9783896562296
Cupid of Campion|Cupid of Campion|Francis J. Finn|en|Reproduction of the original: Cupid of Campion by Francis J. Finn|9783752403398
Cupid of Campion|Cupid of Campion|Francis James Finn|en||9783736415553
Cupid of Campion|Cupid of Campion|Rev. Francis J Finn|en|Many considered Cupid of Campion to be Father Finn's best book!|9781936639908
George and the Unbreakable Code|George and the Unbreakable Code|Stephen Hawking, Lucy Hawking|en|George and Annie must travel further into space than ever before in order to prevent all computers from being hacked.|9781481466271
Die ganze Saga: Ragnar der Wikinger|Die ganze Saga: Ragnar der Wikinger|Alfred Bekker|en||9783753130750
Kodexfieber|Kodexfieber|Perry Rhodan|en||9783955480332
Der Tross des Kriegers|Der Tross des Kriegers|Perry Rhodan|en||9783955480325
Maze Runner 02. Die AuserwÃ¤hlten - In der BrandwÃ¼ste|||||
Maze Runner 02. Die AuserwÃ¤hlten - In der BrandwÃ¼ste|||||
Maze Runner 02. Die AuserwÃ¤hlten - In der BrandwÃ¼ste|||||
Maze Runner 02. Die AuserwÃ¤hlten - In der BrandwÃ¼ste|||||
Maze Runner 02. Die AuserwÃ¤hlten - In der BrandwÃ¼ste|||||
Maze Runner 02. Die AuserwÃ¤hlten - In der BrandwÃ¼ste|||||
ONE OF US IS LYING|ONE OF US IS LYING|Karen M. McManus|de|Eine Highschool, ein Toter, vier Verdächtige ... An einem Nachmittag sind fünf Schüler in der Bayview High zum Nachsitzen versammelt. Bronwyn, das Superhirn auf dem Weg nach Yale, bricht niemals die Regeln. Klassenschönheit Addy ist die perfekte Homecoming-Queen. Nate hat seinen Ruf als Drogendealer weg. Cooper glänzt als Baseball-Spieler. Und Simon hat die berüchtigte Gossip-App der Schule unter seiner Kontrolle. Als Simon plötzlich zusammenbricht und kurz darauf im Krankenhaus stirbt, ermittelt die Polizei wegen Mordes. Simon wollte am Folgetag einen Skandalpost absetzen. Im Schlaglicht: Bronwyn, Addy, Nate und Cooper. Jeder der vier hat etwas zu verbergen – und damit ein Motiv... Karen M. McManus bei cbj & cbt: 1. One Of Us Is Lying 2. Two Can Keep A Secret 3. One Of Us Is Next 4. The Cousins Alle Bücher können unabhängig voneinander gelesen werden.|9783641204990
ONE OF US IS LYING|ONE OF US IS NEXT|Karen M. McManus|de|Willkommen zurück an der Bayview High. Gib's zu. Du hast es vermisst. Es ist ein Jahr her, seit Simon Kelleher starb. Maeve ist in der elften Klasse an der Bayview High. Über Simons Tod und dessen Folgen wird kaum mehr geredet. Da taucht ein anonymes Wahrheit-oder-Pflicht-Spiel auf, das die gesamte Schülerschaft in Atem hält. Jeder, der nicht mitspielt, wird bloßgestellt. Doch als Maeve an der Reihe ist, weigert sie sich, mitzumachen — das virtuelle Spiel, ausgerichtet von »DarkestMind«, lässt bei ihr alle Alarmglocken läuten. Und dann sind sie plötzlich wieder da: die Schaulustigen. Die Reporter. Die Polizei. Denn es hat wieder einen Toten gegeben ... Die furiose Fortsetzung des Weltbestsellers »One of us is lying«! Atemlos und raffiniert sind die Thriller von Karen M. McManus, die weltweit die Fans begeistern. Mit meisterhaft geplotteten Wendungen und einnehmenden, komplexen Figuren garantieren ihre Bücher eine Suchtgefahr, der man sich nicht entziehen kann. Karen M. McManus bei cbj & cbt: 1. One Of Us Is Lying 2. Two Can Keep A Secret 3. One Of Us Is Next 4. The Cousins Alle Bücher können unabhängig voneinander gelesen werden.|9783641246310
Maze Runner 01. Die AuserwÃ¤hlten - Im Labyrinth|||||
Maze Runner 01. Die AuserwÃ¤hlten - Im Labyrinth|||||
Maze Runner 01. Die AuserwÃ¤hlten - Im Labyrinth|||||
Maze Runner 01. Die AuserwÃ¤hlten - Im Labyrinth|||||
Maze Runner 01. Die AuserwÃ¤hlten - Im Labyrinth|||||
Maze Runner 01. Die AuserwÃ¤hlten - Im Labyrinth|||||
Selection 01|Selection 01|Kiera Cass|en||9783733500306
Blood and Ash - Liebe kennt keine Grenzen|Blood and Ash - Liebe kennt keine Grenzen|Jennifer L. Armentrout|de|Poppy ist eine Auserwählte. Wenn sie den Segen der Götter erhält, wird sie die Einzige sein, die ihre Heimat vor dem Angriff des Verfluchten Königreiches retten kann. So will es die Tradition. So will es das Gesetz. Das Leben einer Auserwählten ist einsam. Niemand darf sie ansehen, geschweige denn mit ihr sprechen oder sie berühren. Eines Tages wird der attraktive Hawke – mit den goldenen Augen, dem frechen Grinsen und den provokanten Sprüchen – Poppys Leibwache zugeteilt, und sie merkt, dass es in ihrem Leben so viel mehr geben könnte als nur ihr Amt. Dass sie ein Herz hat, eine Seele und die Sehnsüchte einer ganz normalen jungen Frau. Als an den Landesgrenzen die Schatten der Verfluchten immer drohender werden, muss Poppy sich zwischen Liebe und Pflicht entscheiden ...|9783641273507
Das Reich der sieben HÃ¶fe 1 - Dornen und Rosen|Das Reich der sieben Höfe – Dornen und Rosen|Sarah J. Maas|de|Sie hat ein Leben genommen. Jetzt muss sie mit ihrem Herz dafür bezahlen. Die junge Jägerin Feyre wird in das sagenumwobene Reich der Fae entführt. Nichts ist dort, wie es scheint. Sicher ist nur eins: Sie muss einen Weg finden, um ihre Liebe zu retten. Oder ihre ganze Welt ist verloren.|9783423431286
Cinderella Is Dead|Cinderella Is Dead|Kalynn Bayron|en|It's 200 years since Cinderella found her prince, but the fairytale is over. Sophia knows the story though, off by heart. Because every girl has to recite it daily, from when she's tiny until the night she's sent to the royal ball for choosing. And every girl knows that she has only one chance. For the lives of those not chosen by a man at the ball ... are forfeit. But Sophia doesn't want to be chosen – she's in love with her best friend, Erin, and hates the idea of being traded like cattle. And when Sophia's night at the ball goes horribly wrong, she must run for her life. Alone and terrified, she finds herself hiding in Cinderella's tomb. And there she meets someone who will show her that she has the power to remake her world ... An electrifying twist on the classic fairytale that will inspire girls to break out of limiting stereotypes and follow their dreams!|9781526621955
No Exit|No Exit|Taylor Adams|de|In den Bergen von Colorado gerät die junge Darby Thorne in einen Schneesturm und sucht Zuflucht in einer Raststätte. Dort trifft sie auf eine Gruppe von Schutzsuchenden. Darby scheint in Sicherheit zu sein. Doch auf dem Parkplatz macht sie eine schreckliche Entdeckung: Im Fond eines Vans sieht sie ein gefesseltes Mädchen. Wie Eiswasser schießt die Erkenntnis durch Darby: Der brutale Täter muss unter den Anwesenden sein. Aber es gibt keine Verbindung nach außen, keine Fluchtmöglichkeit. Darby muss das Mädchen retten – und die Nacht überleben ...|9783641242060
No Exit|No Exit|Daniel Grey Marshall|de|Ein herzzerreißendes Porträt vom Erwachsenwerden Der fünfzehnjährige Jim flüchtet sich vor dem gewalttätigen Vater in die warmen Arme des Alkohols. In der Freundschaft zu Phillys und Jeremy und seiner Liebe zu Leslie findet er die grundehrlichen Werte und die Wärme, die er in seiner Familie nicht kriegen kann. Da geschieht eine Katastrophe und die Achterbahn seiner Gefühle fährt mit Vollgas in den Abgrund ... „Dieser Junge macht ALLES durch. Ich habe nie zuvor nachts wach gelegen und wegen einer Figur in einem Buch geweint ... Trotzdem ist das Buch auch witzig – und es geht ans Herz.“ (Janina, 13 Jahre)|9783641266141
No Exit|No Exit|Janice Greene|en|Themes: Hi-Lo, Life lessons, values, identity, justice, crime, shoplifting, leadership, freedom, drugs, violence. Just 32-pages each- paperback books for struggling readers power-packed with reading employment. Here are 40 exciting hi-lo novels with various themes guaranteed to keep your students turning the pages until the very end! Homeless street kids find refuge in the most unusual place. It's great to have food and a bed- but is it worth their freedom?|9781616512026
No Exit|No Exit|Jean-Paul Sartre|en|Two women and one man are locked up together for eternity in one hideous room in Hell. The windows are bricked up, there are no mirrors, the electric lights can never be turned off, and there is no exit. The irony of this Hell is that its torture is not of the rack and fire, but of the burning humiliation of each soul as it is stripped of its pretenses by the cruel curiosity of the damned. Here the soul is shorn of secrecy, and even the blackest deeds are mercilessly exposed to the fierce light of Hell. It is an eternal torment.|9780573613050
No Exit|No Exit|C. Raju|en||
No Exit|No Exit|James McAllister|en|James McAllister outlines a new account of early Cold War history, one that focuses on the emergence of a bipolar structure of power, the continuing importance of the German question, and American efforts to create a united Western Europe. Challenging the conventional wisdom among both international relations theorists and Cold War historians, McAllister argues that America's central objective from the Second World War to the mid-1950s was to create a European order that could be peaceful and stable without requiring the permanent presence of American ground forces on the continent. The permanent presence of American forces in Europe is often seen as a lesson that policymakers drew from the disastrous experiences of two world wars, but McAllister's archival research reveals that both FDR and Eisenhower, as well as influential strategists such as George Kennan, did not draw this lesson. In the short term, American power was necessary to balance the Soviet Union and reassure Western Europe about the revival of German power, but America's long-term objective was to create the conditions under which Western Europe could take care of both of these problems on their own. In the author's view, the key element of this strategy was the creation of the European Defense Community. If Western Germany could be successfully integrated and rearmed within the context of the EDC, Western Europe would have taken the most important step to becoming a superpower on par with the United States and the Soviet Union. Understanding why this strategy was pursued and why it failed, McAllister asserts, has important implications for both international relations theory and contemporary questions of American foreign policy.|9781501732256
No Exit|No Exit|Andy Singer|en|After the very successful collections presenting dozens of alternative cartoonists with a bite, Attitude starts a new series collecting the best cartoons from amongst them! First one up: political cartoonist Andy Singer and his syndicated panel “No Exit” filled with mordant satire.|9781561634088
Mein Zauberwald|Mein Zauberwald|Johanna Basford|en||9783868737028
Mein Zauberwald|Mein Zauberwald|Johanna Basford|de||9783868739176
Mein Zauberwald|"""Im Zauberwald"""|Ernst Barlach|de||
Mein Zauberwald|Im Zauberwald|Juliana von Stockhausen|de||
The Last Hours: Chain of Iron|The Last Hours: Chain of Iron|Cassandra Clare|en|From #1 New York Times bestselling author Cassandra Clare comes the second novel in a trilogy where evil hides in plain sight and love cuts deeper than any blade. Chain of Iron is a Shadowhunters novel. The electrifying second book in Cassandra Clare's brand new Shadowhunters trilogy.|9781406358100
