itemID|title|titleFound|author_raw|author_api|language|collection|isbn|publisher_raw|publisher_api|publishedDate|description|main topic|subtopics|thumbnail|maturityRating|pageCount|isEbook
25540|Fichas de deberes para preescolar (Dibuja las manecillas del reloj para que muestren la hora correct||James Manning|||||Simon Hildrew||||YBG|                                ||||
8321|Fichas de deberes para preescolar (Un libro de actividades a todo color para niños de 4 a 5 años - V||Garcia Santiago|||||Fichas de preescolar||||YBG|                                ||||
45897|Fichas de números para infantile (Dibuja una línea y sigue el ciclo de vida)||Garcia Santiago|||||Fichas de preescolar||||YBG|                                ||||
42877|Fichas de números para infantile (Rodea con un círculo la hora que muestra el reloj- Vol 5)||Garcia Santiago|||||Fichas de preescolar||||YBG|                                ||||
8550|Fichas de números para infantile (Un libro de actividades a todo color para niños de 4 a 5 años - Vo||Garcia Santiago|||||Fichas de preescolar||||YBG|                                ||||
41957|Fichas de números para niños de 4 años (Un libro de actividades a todo color para niños de 4 a 5 año||Garcia Santiago|||||Fichas de preescolar||||YBG|                                ||||
32284|Fichas de números para niños de 5 años (Un libro de actividades para ayudar a los niños a aprender l||Garcia Santiago|||||Fichas de preescolar||||YBG|                                ||||
"64567|21107"|Fichas de números para niños de 6 años (Un libro de actividades para ayudar a los niños a aprender l||Garcia Santiago|||||Fichas de preescolar||||YBG|                                ||||
13883|Fichas de números para niños de 7 años (Un libro de actividades para ayudar a los niños a aprender l||Garcia Santiago|||||Fichas de preescolar||||YBG|                                ||||
48316|Fichas de números para preescolar (Un libro de actividades a todo color para niños de 4 a 5 años - V||Garcia Santiago|||||Fichas de preescolar||||YBG|                                ||||
26351|Fichas divertidas para preescolar (Dibuja las manecillas del reloj para que muestren la hora correct||James Manning|||||Simon Hildrew||||YBG|                                ||||
52047|Fichas divertidas para preescolar (Un libro de actividades a todo color para niños de 4 a 5 años - V||Garcia Santiago|||||Fichas de preescolar||||YBG|                                ||||
47031|Fichas educativas para niños (Dibuja las manecillas del Fichas educativas para niños para que muestr||James Manning|||||Simon Hildrew||||YBG|                                ||||
29240|Fichas educativas para preescolares (Dibuja las manecillas del reloj para que muestren la hora corre||James Manning|||||Simon Hildrew||||YBG|                                ||||
32490|Fichas educativas para preescolares (Libros para niños de 2 años - Libro para colorear números, colo||Garcia Santiago|||||Fichas de preescolar||||YBG|                               ||||
39181|Fichas imprimibles para preescolar (Fichas de trazar y colorear para mejorar el control del rotulado||Garcia Santiago|||||Fichas de preescolar||||YBG|                                ||||
48122|Fichas imprimibles para preescolar (Rodea con un círculo la hora que muestra el reloj- Vol 3)||Garcia Santiago|||||Fichas de preescolar||||YBG|                                ||||
"24366|57520"|Fichas imprimibles para preescolar (Un libro de actividades para ayudar a los niños a aprender las h||Garcia Santiago|||||Fichas de preescolar||||YBG|                                ||||
76788|Fichas para infantil (Dibuja las manecillas del reloj para Fichas para infantil muestren la hora cor||James Manning|||||Simon Hildrew||||YBG|                                ||||
"22864|16343"|Fichas para niños (Un libro de actividades para ayudar a los niños a aprender las horas- Relojes dig||Garcia Santiago|||||Fichas de preescolar||||YBG|                                ||||
74867|Fichas para pre-infantil (Diviértete aprendiendo a contar con estos 20 juegos de serpientes y escale||Garcia Santiago|||||Fichas de preescolar||||YBG|                                ||||
33171|Fichas preparatorias para preescolar (Dibuja las manecillas del reloj para que muestren la hora corr||James Manning|||||Simon Hildrew||||YBG|                                ||||
19564|Fichas preparatorias para preescolar (Fichas de trazar y colorear para mejorar el control del rotula||Garcia Santiago|||||Fichas de preescolar||||YBG|                                ||||
10782|Fife||William Meehan|||||iUniverse||||YFT| 1KBB 3MN                              ||||
57398|Fifth-Grade Zombies (Goosebumps Slappyworld #14), Volume 14||R. L. Stine|||||SCHOLASTIC||||YFCB| YFD YFQ                             ||||
55924|Fifty Fifty||S. L. Powell|||||Templar Publishing||||YFCB| 5AP YFN                              ||||
67055|Fighters of Fear: Occult Detective Stories|||||||TALOS||||FF| FL FM                              ||||
25458|Fighting Fantasy: Forest of Doom||Ian Livingstone|||||Scholastic||||YFH|                                ||||
77105|Fighting Fantasy:The Warlock of Firetop Mountain||Ian Livingstone, Steve Jackson|||||Scholastic||||YFH| 5AK                              ||||
21826|Fill in the Missing Numbers - Counting Exercises for Kids   Children's Early Learning Books||Baby|||||Baby Professor||||YBLC|                                ||||
58671|Filled with Love||Cherie McClure|||||Covenant Books||||YNPC| YFB                               ||||
70924|Fin & Rye & Fireflies||Harry Cook|||||Black and White Publishing||||YFH|                                ||||
69917|Final Draft||Riley Redgate|||||Abrams||||YFB|                                ||||
47408|Final Face Off||Ben Avery|||||Zondervan||||XAK| 5PGM YFK                              ||||
7023|Final Fantasy Philosophy||Irwin, Beaulieu, Blahuta|||||John Wiley & Sons||||UDX|                              ||||
69216|Finale||Becca Fitzpatrick|||||Simon & Schuster Ltd||||YFB|                                ||||
9389|Finale: A Caraval Novel||Stephanie Garber|||||FLATIRON BOOKS||||YFN| YFH YFM YXF                             ||||
"39398|9791"|Find Me||Tahereh Mafi|||||Harper Collins Publ. USA||||"YFHR|YFCB"|" YFE YFG                              |  YFG YFM                              "||||
72896|Finde den Fehler. Suchspaß zum Schulstart||Mascha Greune|||||Arena Verlag GmbH||||YNVP| 5AG YBG YBL                             ||||
31465|Finde den Weg. Spannende Labyrinthe für Kinder ab 5|||||||Arena Verlag GmbH||||YNV| 5AF YBG YBL YNV                            ||||
53689|Finde und verbinde. Von Punkt zu Punkt für Kinder ab 5|||||||Arena Verlag GmbH||||YNV| 5AF YBG YBL                             ||||
71431|Finder||Suzanne Palmer|||||DAW BOOKS||||FLS| FLU                               ||||
7783|Finding A Way Home||Jennifer Hulum|||||AuthorHouse||||FM|                                ||||
8662|Finding My Place: One Girl's Strength at Vicksburg||Margo L. Dill|||||WHITE MANE PUB CO INC||||YFT| 1KBB                               ||||
12569|Finding Providence: The Story of Roger Williams||Avi|||||HARPERCOLLINS||||YFT| 1KBB                               ||||
38664|Finding the Suun||J. A. Culican, Cassidy Taylor|||||Jamie Culican||||FMB|                               ||||
50357|Fing||David Walliams, Tony Illustrated by Ross|||||Harper Collins Publ. UK||||YFC| YFQ                              ||||
33136|Fingerprint Fairies: (kid's Activity Books, Art Books for Kids, Fairy Craft Books)||Insight Kids|||||INSIGHT KIDS||||YFH| YFJ                             ||||
17112|Fingers||Dawn Schauer|||||AuthorHouse||||FL|                                ||||
48455|Fingerstempeln für kleine Künstler-Set. Märchen und Geschichten selber stempeln und erzählen.||Norbert Pautner|||||Bassermann, Edition||||YBG| 5AF YBCS2 YBG YBL YNP                          ||||
15548|Finney||M. J. Pollowski|||||Bodacious Billy Press||||FMK|                                ||||
56373|Finsternis||Hayo Peter Innemann|||||TWENTYSIX||||FMX| FK                               ||||
63231|Fionna and Cake Mad Libs||Mad Libs|||||PRICE STERN SLOAN INC||||YFZZ|                                ||||
48191|Fire||George Pappas, Cg Blade|||||Lulu.com||||FJ| FL                              ||||
77100|Fire||Cg Blade, Cindy Calloway, George Pappas|||||Lulu.com||||FLG|                              ||||
11483|Fire & Blood||George R. R. Martin|||||Random House LCC US||||FMB| FJ                               ||||
"43057|76456"|Fire & Flood||Victoria Scott|||||Chicken House Ltd||||"YFG|YFC"|" 5AN YFH                              |  YFG YFM                              "||||
2835|Fire & Frost, Band 2: Vom Feuer geküsst||Elly Blake|||||Ravensburger Verlag||||YFH| 5AQ 5HKA 5JA FDB FM YFG YFH YFM                       ||||
78575|Fire & Frost, Band 3: Von der Dunkelheit geliebt||Elly Blake|||||Ravensburger Verlag||||YFH| 5AQ 5HKA 5JA FDB FM YFG YFH YFM                       ||||
54197|Fire & Ice||Patty Jansen|||||Capricornica Publications||||FMB|                                ||||
51719|Fire Island||Mitzi Pool Bridges|||||iUniverse||||YFCF|                                ||||
41655|Fire with Fire||Jenny Han, Siobhan Vivian|||||Simon & Schuster Ltd||||YFB|                               ||||
70698|Fire!||R. A. Montgomery|||||CHOOSECO LLC||||YFCA|                                ||||
28320|Firebird||Elizabeth Wein|||||Barrington Stoke Ltd||||YFT|                                ||||
23196|Firebrand||Kristen Britain|||||DAW BOOKS||||FMB| FN                               ||||
49760|Firebrand||Sarah Mactavish|||||Dove Hollow Books||||YFT| 1KBB 3MNB US D 3MNQ US E                             ||||
69883|Firefighter! Did You Mean Fire Wizard: Blank Line Occupation Journal to Show Appreciation to That Co||Thithiajobs|||||INDEPENDENTLY PUBLISHED||||YF|                                ||||
22155|Firefighters||Antonia Roberts|||||BEARPORT PUB CO INC||||YPCA21| YBL YNM                              ||||
23945|Firefighters!: Speeding! Spraying! Saving!||Patricia Hubbell|||||TWO LIONS||||YF|                                ||||
75314|Firefly - Big Damn Hero||Nancy Holder, James Lovegrove|||||TITAN BOOKS||||FYV| FLS                              ||||
59302|Firefly 03: Generations||Tim Lebbon|||||Titan Publ. Group Ltd.||||FLS| FB FK FYV                             ||||
4828|Firestorm||Jordan Cray|||||Simon Pulse||||YFCF|                                ||||
27481|Firkin & The Grey Gangsters||Ann Scott Moncrieff|||||Scotland Street Press||||YFB| YFU                               ||||
35619|First & Then||Emma Mills|||||Palgrave USA||||YFM|                                ||||
52975|First Days of School||Jupiter Kids|||||Jupiter Kids||||YBL|                                ||||
59561|First Girl||Julie Aitcheson|||||Dreamspinner Press LLC||||YFB| 5PS YXB                              ||||
5734|First Grammar||Roger Priddy|||||Priddy Books||||YBL|                                ||||
7519|First Kisses Suck: Minnie Kim: Vampire Girl||Ali Cross|||||BOOKBABY||||YFD|                                ||||
78327|First Light: A History of Creation Myths from Gilgamesh to the God Particle||G. R. Evans|||||I B TAURIS||||FL|                                ||||
55781|First Night||Tom Weston|||||tom weston media||||FM|                                ||||
38957|First Words for Baby (First 100 Words)||Speedy Publishing Llc|||||Speedy Publishing LLC||||YBL|                                ||||
25263|Firstborn||Lorie Ann Grover|||||Blink||||YFE|                                ||||
36939|Firstborn||Michelle West|||||DAW BOOKS||||FMB| FMR                               ||||
22023|Fish Girl||Donna Jo Napoli, David Wiesner|||||CLARION BOOKS||||YFH|                               ||||
52979|Fish Out of Water||Natalie Whipple|||||Hot Key Books||||YFM| 5AQ YFN YFQ                             ||||
77786|Five Crows||Claire Burbank|||||Bill Burbank||||YXQF| YFB                               ||||
16698|Five Feet Apart||Rachael Lippincott, Mikki Daughtry, Tobias Iaconis|||||Simon + Schuster UK||||YFB|                              ||||
72437|Five Nights at Freddy's 04: Step Closer||Scott Cawthon, Andrea Waggener, Elley Cooper|||||Scholastic Ltd.||||YFCB| FF FH YFB YFD                          ||||
69858|Five-Minute Sermons for Children: 56 Invitations to Grow in Grace|||||||CARSON DELLOSA PUB||||YF|                                ||||
63513|Fix||Leslie Margolis|||||SIMON PULSE||||YXD| YF                               ||||
38857|Fix It!||Suzanne I. Barchers|||||SHELL EDUC PUB||||YF|                                ||||
61282|Fix Your Dragon's Attitude: Help Your Dragon To Adjust His Attitude. A Cute Children Story To Teach ||Steve Herman|||||LIGHTNING SOURCE INC||||YXE| YF                               ||||
47129|Fizzlebert Stump: The Boy Who Ran Away from the Circus (and Joined the Library)||A. F. Harrold|||||BLOOMSBURY||||YFQ|                                ||||
52204|FLAIL||Peter A Fitzgerald|||||Australian Self Publishing Group||||FJ| FM                               ||||
45749|Flair||J L Platt|||||Outskirts Press||||FMB|                                ||||
32521|Flambards in Summer||K.M. Peyton|||||Oxford University Press||||YFN| YFP YFT                              ||||
69804|Flame||Michelle M. Pillow|||||The Raven Books LLC||||FL| FR                               ||||
65608|Flame||A. M. Burns|||||Mystichawker Press||||FMW|                                ||||
45591|Flames||Nathina St. Felix|||||Xlibris||||FM|                                ||||
45403|Flamingo Is Brave: A Book about Feeling Scared||Sue Graves|||||FRANKLIN WATTS||||YXE| YF                               ||||
35593|Flare||Joss Stirling|||||FROST WOLF||||YFE|                                ||||
448|Flash||Mary Sigrist|||||Lulu.com||||YFH|                                ||||
6375|Flat Broke: The Theory, Practice and Destructive Properties of Greed||Gary Paulsen|||||WENDY LAMB BOOKS||||YFQ|                               ||||
77815|Fledermäuse||Gustav Meyrink|||||Projekt Gutenberg||||FB|                                ||||
21171|Fleisch||Peter Lancester, John Aysa, Rainer Innreiter, Stef|||||Eldur||||FKM| 5X                            ||||
49532|Fleisch. Bd.2||John Aysa, Thomas Backus, Torsten Exter, Alisha Go|||||Eldur||||FKM| 5X                            ||||
70578|Flesh & Bone||Jonathan Maberry|||||SIMON & SCHUSTER BOOKS YOU||||YFC| YFD                               ||||
